dummy,pid7,raceidentity,whiteresp,latresp,blackresp,aapiresp,sex,education,income,AM1,AM2,AM3,AM4,beingamerican,EG1,EG2,EG3,EG4,egalitarian,MT1,MT2,moraltrad,TE1,TE2,TE3,trustexperts,CB1,CB2,conspiracy,GR1,GR2,genderroles,MS1,MS2,sexism,RR1,RR2,RR3,RR4,racialresent,GE1,GE2,GE3,GE4,groupempathy,MA1,MA2,minorityadapt,BI1,BI2,BI3,immbeliefs,FT1,FT2,FT3,FT4,freetrade,UB1,UB2,usbest,trumptherm,fundamentalist_therm,muslim_therm,christian_therm,jewish_therm,feminists_therm,lg_therm,trans_therm,police_therm,ice_therm,blm_therm,metoo_therm,who_therm,nato_therm,un_therm,nra_therm,planned_parenthood_therm,cdc_therm,fauci_therm,scientists_therm,interest,follow,policetreat,policeforce,religimport,climatechange,climateregulation,preweight,postweight,abortion,gunsowned,gunpurchase,gunaccess,gunbackground,gunassaultban,gunassaultbuyback,guncontrol,whitelat,abortcourt,court_therm
1,7,1,1,0,0,0,1,4,19,1,1,2,0,4,3,2,2,2,9,1,1,1,4,1,4,3,0,0,0,3,0,1.5,0,0,0,1,4,2,0,1.75,2,2,2,2,2,0,3,1.5,0,0,0,0,5,4,2,3,3.5,1,4,2.5,0,0,50,50,50,50,50,50,70,50,50,50,50,50,50,45,50,40,100,85,2,3,5,3,1,3,4,1.427983,1.403392,4,2,2,3,5,7,4,13,1,7,50
1,3,1,1,0,0,0,0,4,10,0,0,2,2,4,3,4,1,3,11,3,3,3,4,4,4,4,2,0,1,5,3,4,1,1,1,1,0,0,0,.25,2,2,3,3,2.5,3,0,1.5,1,0,0,.3333333,6,4,0,3,3.25,2,4,3,0,0,70,50,70,70,50,50,70,0,85,60,85,85,70,0,30,85,100,85,4,3,6,3,4,5,7,.5996375,.4817466,,0,3,5,7,7,7,18,1,4,30
1,3,1,1,0,0,0,0,1,1,2,1,3,2,8,3,4,3,3,13,4,4,4,3,1,3,2.333333,1,3,2,5,3,4,0,1,.5,2,1,3,0,1.5,2,2,2,3,2.25,2,1,1.5,1,1,1,1,5,3,1,3,3,2,2,2,15,60,50,85,70,60,50,40,80,60,40,70,50,60,50,40,60,70,100,70,3,3,5,2,5,4,6,1.744814,1.289947,4,0,3,4,7,6,6,16,1,4,70
1,2,1,1,0,0,0,1,4,17,1,2,1,1,5,4,4,4,0,12,0,0,0,3,4,4,3.666667,4,2,3,6,3,4.5,0,0,0,1,0,0,0,.25,4,4,4,4,4,1,0,.5,0,0,0,0,3,3,3,3,3,2,3,2.5,15,50,50,60,50,70,100,85,40,15,70,100,,,,50,100,50,50,100,3,2,7,3,1,5,6,1.545756,1.996715,4,0,3,3,7,7,4,15,1,7,50
1,4,1,1,0,0,0,1,2,19,1,1,1,0,3,2,2,2,2,8,2,2,2,1,2,4,2.333333,2,3,2.5,6,3,4.5,3,1,2,4,4,4,3,3.75,0,0,0,1,.25,2,2,2,2,2,2,2,3,2,2,2,2.25,4,4,4,0,50,0,50,50,50,85,85,70,60,0,,,,,50,85,85,50,0,1,1,4,1,1,3,4,2.994619,4.905886,3,2,3,5,7,7,4,15,1,4,50
1,7,1,1,0,0,0,1,4,18,1,0,3,3,7,2,1,1,1,5,4,4,4,3,2,3,2.666667,2,2,2,3,6,4.5,1,1,1,3,2,2,3,2.5,3,2,2,3,2.5,2,2,2,1,1,2,1.333333,5,4,2,3,3.5,2,4,3,100,85,85,85,85,30,85,85,85,85,15,40,30,60,15,85,0,70,15,60,4,4,4,2,5,1,4,1.150488,1.272193,2,2,2,2,6,4,2,9,1,1,60
1,7,1,1,0,0,0,0,3,19,1,1,2,0,4,3,3,3,3,12,3,3,3,4,3,3,3.333333,4,3,3.5,3,3,3,1,0,.5,0,0,0,1,.25,2,2,2,2,2,1,0,.5,1,1,1,1,5,4,2,2,3.25,1,1,1,15,0,50,40,50,60,90,90,50,30,50,85,50,50,85,70,90,70,50,70,3,2,7,4,1,4,7,.8018224,1.276729,4,0,2,4,7,6,1,11,1,7,50
1,7,1,1,0,0,0,1,5,1,1,1,2,1,5,1,0,1,0,2,4,1,2.5,2,3,3,2.666667,1,0,.5,3,3,3,3,2,2.5,4,3,4,1,3,3,2,2,3,2.5,2,3,2.5,2,1,2,1.666667,1,2,0,2,1.25,0,2,1,100,0,30,60,70,15,85,85,100,85,40,40,60,50,60,85,40,100,50,60,4,3,4,2,1,1,6,.5161777,.4411199,2,,2,4,7,2,4,10,1,2,70
1,4,1,1,0,0,0,0,3,1,3,3,3,3,12,4,1,4,2,11,1,4,2.5,2,3,4,3,2,1,1.5,6,6,6,2,1,1.5,4,4,4,2,3.5,2,2,2,4,2.5,3,3,3,3,3,3,3,3,2,2,3,2.5,2,4,3,0,50,50,100,50,50,70,85,85,40,0,85,,50,50,100,50,100,75,85,3,3,4,2,3,3,4,.5919961,.7301849,2,10,3,4,7,7,4,15,1,7,70
1,6,1,1,0,0,0,1,5,14,1,1,3,2,7,3,1,2,1,7,3,3,3,1,2,3,2,2,2,2,3,3,3,1,1,1,3,1,3,3,2.5,2,2,3,2,2.25,1,1,1,0,1,1,.6666667,3,3,1,2,2.25,0,2,1,70,60,60,85,70,40,40,15,70,50,40,,40,60,60,50,40,70,85,70,2,2,6,2,4,2,4,.7309977,.594108,4,1,2,1,7,3,4,11,1,4,70
1,4,1,1,0,0,0,1,2,1,0,0,0,0,0,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,3,2,2,2,2.25,2,2,2,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,2,4,4,4,3,4,1.409162,1.967957,3,0,2,3,4,4,4,9,1,1,50
1,1,1,1,0,0,0,0,4,16,1,1,0,0,2,4,3,4,4,15,0,1,.5,3,4,4,3.666667,2,0,1,4,3,3.5,1,1,1,1,1,1,0,.75,3,3,3,3,3,0,1,.5,1,0,0,.3333333,3,4,1,3,2.75,0,0,0,0,20,90,90,90,90,100,90,90,90,90,85,100,90,99,5,95,95,100,100,3,4,7,2,3,5,7,1.68865,2.069952,4,0,3,5,7,3,7,14,1,5,80
1,4,1,1,0,0,0,1,1,2,1,0,2,2,5,0,4,4,4,12,0,4,2,2,3,3,2.666667,4,2,3,3,3,3,1,1,1,2,2,1,3,2,2,3,3,3,2.75,3,2,2.5,1,1,1,1,3,2,2,2,2.25,2,2,2,30,50,50,85,50,50,50,50,70,30,50,,70,50,70,60,60,85,60,85,3,4,6,4,4,5,7,.1993981,.1604591,4,0,2,3,7,7,7,18,1,4,40
1,3,2,0,0,0,0,1,5,11,0,0,3,2,5,4,4,4,4,16,3,4,3.5,2,3,4,3,3,0,1.5,4,3,3.5,0,0,0,0,0,0,0,0,3,3,3,4,3.25,4,1,2.5,1,3,0,1.333333,6,3,0,4,3.25,4,4,4,,40,85,100,100,85,0,100,70,30,100,85,85,70,70,15,85,85,100,100,3,3,7,4,5,5,7,.3674956,.2805818,4,2,3,5,7,7,7,18,,7,70
1,7,1,1,0,0,0,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,3,,,.3635473,,4,0,,,,,,,1,4,
1,5,1,1,0,0,0,0,4,22,2,2,3,3,10,3,1,2,1,7,3,3,3,1,2,2,1.666667,1,3,2,5,3,4,1,1,1,3,4,4,3,3.5,2,1,1,2,1.5,4,3,3.5,1,3,3,2.333333,5,3,0,3,2.75,1,4,2.5,70,70,15,85,70,15,30,15,85,85,0,,60,50,50,85,0,60,50,70,3,2,4,2,4,3,2,.7531587,.7018018,2,10,1,4,1,6,1,5,1,1,60
1,7,1,1,0,0,0,1,4,17,2,2,2,3,9,3,3,3,3,12,4,4,4,2,2,3,2.333333,2,3,2.5,3,3,3,1,1,1,3,3,3,1,2.5,3,3,3,3,3,1,1,1,1,1,3,1.666667,5,3,2,2,3,2,3,2.5,85,70,40,85,85,70,70,50,85,85,15,40,15,40,30,85,0,40,15,50,3,3,4,3,5,3,2,.9227465,.9728989,2,6,2,4,4,1,1,3,1,2,70
1,7,1,1,0,0,0,1,3,1,3,2,3,3,11,0,0,2,0,2,4,4,4,2,2,1,1.666667,2,4,3,6,6,6,3,1,2,4,4,4,2,3.5,3,4,3,3,3.25,4,2,3,1,3,2,2,3,2,1,2,2,2,2,2,100,,,0,0,,0,0,0,,,,,,,,,,,0,3,3,6,4,5,1,4,.4271438,.3537367,1,,2,5,7,7,6,17,1,,0
1,4,,,,,,0,,,0,2,3,3,8,4,,3,0,,4,4,4,3,3,4,3.333333,3,,3,5,3,4,1,1,1,2,3,1,,2,4,4,4,,4,2,1,1.5,2,2,1,1.666667,5,4,,,4.5,2,3,2.5,85,0,85,85,85,60,100,85,85,85,0,0,0,30,0,40,85,40,0,50,3,3,4,2,3,1,2,.391743,.4206547,,,2,5,7,4,1,9,,1,50
1,7,1,1,0,0,0,0,2,16,3,2,3,3,11,4,1,2,2,9,4,4,4,2,2,3,2.333333,3,4,3.5,6,5,5.5,2,1,1.5,4,4,4,4,4,1,1,1,2,1.25,4,3,3.5,2,1,3,2,3,2,2,2,2.25,3,4,3.5,100,100,40,100,60,40,50,30,100,50,15,15,85,50,50,100,15,85,30,85,3,3,4,3,5,3,7,.6227423,.5739396,2,,2,4,4,1,1,3,1,7,100
1,6,1,1,0,0,0,0,3,14,2,0,2,0,4,3,0,3,3,9,1,3,2,4,4,4,4,2,0,1,3,4,3.5,0,0,0,3,4,3,0,2.5,1,2,3,2,2,2,2,2,1,1,0,.6666667,5,4,2,2,3.25,2,2,2,15,50,50,50,50,50,50,50,70,50,10,50,80,50,75,90,70,80,70,70,2,3,4,2,2,5,7,1.666453,1.883357,4,10,2,5,5,1,1,4,1,7,40
1,1,2,0,0,0,0,1,2,15,0,0,2,3,5,4,4,4,4,16,4,4,4,2,3,4,3,0,0,0,3,6,4.5,2,0,1,1,0,1,0,.5,4,4,3,4,3.75,3,1,2,1,1,1,1,5,2,2,2,2.75,0,4,2,0,20,50,90,50,50,40,0,60,50,85,50,80,50,50,0,70,80,100,100,3,4,7,3,5,3,7,1.702996,1.677584,2,0,3,4,7,7,7,18,,4,30
1,6,1,1,0,0,0,1,3,13,2,1,3,2,8,3,3,3,3,12,2,4,3,2,1,2,1.666667,2,4,3,5,5,5,0,1,.5,4,2,3,3,3,2,3,2,2,2.25,3,3,3,3,2,2,2.333333,3,4,1,3,2.75,2,3,2.5,85,40,70,85,70,40,70,40,100,50,40,50,50,50,50,70,70,50,30,50,3,3,4,2,4,2,4,.7750101,.8298159,2,5,2,4,7,6,4,14,1,1,60
1,4,1,1,0,0,0,1,2,6,2,2,3,2,9,4,4,0,0,8,0,3,1.5,2,2,2,2,2,2,2,5,3,4,0,1,.5,3,4,3,3,3.25,2,2,2,3,2.25,3,3,3,4,3,3,3.333333,3,2,1,1,1.75,2,2,2,100,85,85,85,85,70,85,85,85,40,30,,40,50,50,60,70,60,85,85,2,2,4,3,3,3,4,1.524295,1.367867,3,0,3,5,7,7,7,18,1,4,50
1,4,1,1,0,0,0,0,2,13,3,1,3,3,10,2,2,2,2,8,2,2,2,0,2,4,2,3,3,3,0,6,3,0,0,0,4,4,4,4,4,0,0,,,0,2,2,2,2,2,2,2,3,2,2,2,2.25,2,4,3,100,50,50,100,100,100,100,100,100,50,50,0,,50,50,50,100,50,80,80,1,1,4,2,1,3,4,1.564998,1.690794,4,0,3,4,4,4,4,9,1,4,50
1,4,1,1,0,0,0,0,4,5,2,1,3,2,8,3,1,1,3,8,1,4,2.5,1,2,3,2,2,3,2.5,5,5,5,2,2,2,1,0,3,1,1.25,0,0,0,4,1,4,3,3.5,1,1,0,.6666667,6,4,2,2,3.5,2,4,3,85,22,50,100,50,22,50,50,99,88,11,55,11,88,33,66,22,33,0,66,3,3,5,4,1,4,2,.3320463,.271264,4,2,3,2,7,6,6,16,1,4,75
1,3,6,0,0,0,0,1,5,11,0,0,2,2,4,4,4,4,4,16,3,3,3,3,3,4,3.333333,3,3,3,3,3,3,0,0,0,4,4,4,2,3.5,3,4,4,4,3.75,3,1,2,0,0,0,0,6,4,0,0,2.5,1,2,1.5,0,60,85,70,85,50,85,85,60,30,85,30,100,85,85,50,85,100,100,100,2,4,7,4,4,5,7,.6724438,.565326,4,1,3,4,7,7,7,18,,7,85
1,3,3,0,1,,0,1,4,10,1,1,2,3,7,4,4,3,3,14,4,2,3,3,4,4,3.666667,3,0,1.5,3,3,3,1,1,1,0,0,1,0,.25,2,2,2,2,2,3,1,2,0,0,1,.3333333,5,2,0,2,2.25,0,2,1,15,50,70,65,65,80,80,70,85,45,70,75,60,75,70,40,70,85,90,90,4,4,7,3,3,4,6,.5894466,.4308758,4,1,2,3,6,1,6,10,0,7,65
1,5,2,0,0,0,0,1,1,1,3,3,3,3,12,4,0,0,4,8,0,4,2,2,4,4,3.333333,4,4,4,6,0,3,3,4,3.5,4,0,0,2,1.5,4,4,4,4,4,4,4,4,0,4,4,2.666667,6,4,4,4,4.5,4,2,3,0,100,50,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,4,4,7,5,5,5,7,2.115296,3.672136,2,0,3,5,7,7,7,18,,1,100
1,7,1,1,0,0,0,1,3,3,3,3,3,3,12,3,1,3,2,9,3,3,3,2,2,3,2.333333,4,3,3.5,3,3,3,2,2,2,2,1,2,2,1.75,2,2,1,3,2,2,2,2,1,1,3,1.666667,3,3,2,2,2.5,2,,2,100,85,50,100,85,30,50,50,85,100,15,15,15,50,70,70,15,85,30,70,3,3,4,2,5,2,4,.522833,.4791588,2,0,2,3,7,6,1,11,1,1,85
1,4,1,1,0,0,0,1,4,13,0,0,2,1,3,1,0,2,0,3,4,3,3.5,0,1,2,1,1,2,1.5,3,3,3,1,2,1.5,3,3,4,2,3,3,4,4,4,3.75,2,3,2.5,1,1,1,1,3,2,1,3,2.25,0,2,1,60,50,50,60,50,40,70,60,50,50,15,0,15,40,50,50,60,30,30,40,3,3,4,2,1,5,4,.6406419,.6269722,4,7,2,4,6,1,1,5,1,6,50
1,3,1,1,0,0,0,1,1,10,1,1,2,2,6,2,2,3,2,9,2,2,2,2,1,3,2,1,1,1,3,3,3,1,1,1,3,3,3,2,2.75,0,2,2,2,1.5,3,1,2,3,2,2,2.333333,3,3,2,4,3,1,3,2,60,50,50,70,60,50,50,40,85,50,40,50,85,50,50,70,60,85,60,70,2,2,4,2,3,4,4,1.765062,1.763975,4,10,2,4,3,3,1,4,1,4,50
1,2,1,1,0,0,0,1,5,21,2,1,2,2,7,4,3,4,4,15,2,3,2.5,4,4,4,4,1,1,1,5,3,4,0,0,0,1,1,1,1,1,2,1,1,2,1.5,3,0,1.5,1,1,1,1,4,4,2,3,3.25,1,4,2.5,15,50,50,100,85,70,70,50,85,40,50,60,85,50,60,40,50,85,85,100,3,2,6,3,4,4,6,.645557,.6754998,1,0,2,2,7,7,7,18,1,4,50
1,7,1,1,0,0,0,1,3,5,1,1,3,2,7,4,2,3,2,11,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1,4,4,4,4,4,3,3,3,3,3,4,4,4,1,2,2,1.666667,3,2,2,2,2.25,0,3,1.5,70,50,100,100,100,50,50,50,85,85,50,70,85,70,100,85,85,85,85,100,2,2,4,2,3,3,4,.4027863,.3646844,2,0,3,5,7,4,1,9,1,4,70
1,6,1,1,0,0,0,0,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,5,,,.8733314,,,,,,,,,,1,4,
1,4,1,1,0,0,0,1,2,,1,0,2,1,4,3,1,2,3,9,2,3,2.5,3,3,3,3,1,1,1,6,3,4.5,1,1,1,3,1,2,2,2,2,2,1,3,2,3,1,2,1,1,1,1,5,4,3,2,3.5,2,3,2.5,60,70,70,100,100,70,85,85,100,85,70,30,50,70,50,70,70,100,85,100,3,3,4,2,4,3,6,1.524237,1.282391,3,,2,4,7,6,6,16,1,6,100
1,6,1,1,0,0,0,0,4,22,0,0,0,2,2,4,2,3,4,13,2,0,1,3,3,4,3.333333,1,0,.5,3,3,3,0,0,0,0,1,0,0,.25,1,2,3,3,2.25,1,0,.5,0,0,0,0,5,4,2,3,3.5,2,2,2,0,30,90,80,90,60,100,100,80,80,70,80,90,90,70,10,100,90,100,90,3,3,7,3,1,5,6,.5029879,.5513421,4,0,2,4,7,4,3,11,1,7,80
1,1,1,1,0,0,0,0,5,21,1,0,2,1,4,4,4,4,3,15,3,3,3,4,4,3,3.666667,0,0,0,3,1,2,0,0,0,0,0,1,0,.25,2,3,3,3,2.75,3,0,1.5,0,0,0,0,5,4,3,3,3.75,0,3,1.5,0,30,85,85,85,100,85,70,70,15,85,85,85,85,70,0,85,85,100,85,4,4,7,3,5,5,7,.6912184,.7921212,4,0,3,4,7,7,7,18,1,7,40
1,2,1,1,0,0,0,1,4,7,2,2,3,3,10,4,1,4,4,13,0,4,2,0,2,4,2,2,2,2,3,3,3,2,2,2,3,3,4,0,2.5,1,4,4,4,3.25,4,2,3,3,2,2,2.333333,5,4,2,2,3.25,1,0,.5,0,40,99,95,100,80,100,100,100,100,50,100,100,100,100,40,100,100,100,100,3,3,7,4,4,4,6,.3208987,.3164421,4,0,3,4,7,7,7,18,1,7,100
1,1,1,1,0,0,0,0,3,11,3,3,3,3,12,4,1,2,3,10,1,4,2.5,2,3,3,2.666667,2,2,2,5,3,4,1,1,1,3,3,2,1,2.25,2,3,3,3,2.75,3,3,3,2,2,2,2,3,2,1,3,2.25,2,2,2,0,85,70,100,85,85,,40,85,50,70,40,40,70,70,60,50,85,85,70,3,3,4,3,4,3,6,.5483872,.4757224,2,2,2,3,7,7,7,18,1,6,50
1,2,1,1,0,0,0,0,5,,,,,,,0,,3,2,,1,1,1,3,3,3,3,,,,2,,2,1,,1,1,1,,,1,,,,,,,,,,,,,5,3,3,,3.666667,,4,4,0,40,60,60,70,70,70,60,60,50,70,,70,70,70,15,70,70,85,70,,,,2,2,4,,.7686197,.7504702,4,0,3,4,7,7,4,15,1,6,60
1,5,1,1,0,0,0,1,4,17,1,1,3,3,8,1,1,1,3,6,4,4,4,4,3,3,3.333333,1,1,1,3,6,4.5,1,1,1,3,3,1,1,2,3,3,3,3,3,1,1,1,1,0,3,1.333333,3,3,2,4,3,0,4,2,15,50,85,100,85,40,40,40,85,50,40,85,50,50,70,60,40,70,85,70,3,3,4,2,5,4,6,.8463636,.9572511,2,5,2,4,7,7,2,13,1,1,70
1,5,6,0,0,0,0,0,5,13,1,1,3,3,8,1,1,1,1,4,3,3,3,1,1,2,1.333333,1,1,1,3,3,3,1,1,1,3,3,2,2,2.5,1,1,2,1,1.25,4,3,3.5,1,1,2,1.333333,3,2,2,2,2.25,1,2,1.5,85,50,15,50,50,50,50,50,60,50,0,30,15,70,40,50,50,30,15,50,2,2,4,3,1,2,4,.6941488,.6416882,3,0,2,2,4,4,4,9,,4,50
1,1,4,0,0,0,1,0,4,17,1,1,3,2,7,4,1,1,1,7,1,4,2.5,2,3,3,2.666667,3,3,3,5,5,5,0,0,0,4,2,3,3,3,1,3,2,2,2,3,2,2.5,0,0,1,.3333333,3,2,2,2,2.25,1,4,2.5,70,85,70,85,85,50,0,50,85,85,50,30,60,70,60,85,70,70,70,85,2,3,4,2,4,3,4,.6578447,.6254511,4,0,2,3,6,1,6,10,,7,100
1,3,1,1,0,0,0,1,5,20,0,0,1,1,2,4,4,4,4,16,4,0,2,4,4,4,4,0,0,0,5,3,4,0,0,0,0,0,0,0,0,3,4,3,4,3.5,0,0,0,0,0,0,0,6,4,4,4,4.5,0,1,.5,0,40,85,100,100,100,100,100,40,40,100,70,85,100,100,15,100,85,100,100,3,4,7,3,2,5,7,1.086758,1.044233,4,0,3,5,7,7,7,18,1,7,40
1,6,1,1,0,0,0,1,4,1,2,2,1,2,7,3,1,2,2,8,1,4,2.5,3,1,3,2.333333,2,2,2,5,3,4,3,3,3,3,1,1,1,1.5,1,2,2,3,2,3,2,2.5,1,1,2,1.333333,3,3,2,2,2.5,2,0,1,15,50,50,95,50,50,50,50,65,50,50,50,50,,50,50,50,50,90,50,1,2,7,2,4,3,6,.276113,.2620237,4,2,3,3,7,4,4,12,1,4,50
1,6,1,1,0,0,0,1,2,7,0,0,3,2,5,4,0,2,4,10,0,4,2,2,3,4,3,2,0,1,3,3,3,0,0,0,2,2,2,2,2,2,3,3,4,3,4,2,3,1,2,2,1.666667,3,2,3,1,2.25,2,3,2.5,100,85,50,100,,50,50,,100,70,,,100,85,,50,100,100,,100,2,2,4,4,5,4,6,.6842127,.6473879,2,0,3,4,7,7,4,15,1,4,85
1,1,3,0,1,,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,1.718944,,2,0,,,,,,,0,7,
1,1,2,0,0,0,0,1,4,18,0,0,2,1,3,4,4,4,4,16,1,1,1,3,3,4,3.333333,3,0,1.5,6,3,4.5,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,2,0,0,0,0,6,4,3,3,4,0,1,.5,0,15,85,40,85,70,85,85,15,0,85,70,85,70,70,0,70,100,85,85,1,2,7,3,3,5,7,.9960303,1.191877,4,0,3,5,7,7,7,18,,7,60
1,1,1,1,0,0,0,1,4,16,2,1,2,1,6,4,3,3,3,13,1,2,1.5,2,2,4,2.666667,1,1,1,5,3,4,1,1,1,1,1,3,1,1.5,1,2,2,2,1.75,3,1,2,1,1,3,1.666667,4,4,1,3,3,1,3,2,15,30,60,60,60,60,60,50,70,40,70,50,70,60,60,40,70,70,70,85,2,2,6,3,2,5,7,.7252327,.6696309,4,0,3,4,7,7,6,17,1,6,60
1,1,1,1,0,0,0,1,3,,3,1,3,3,10,4,4,4,4,16,2,2,2,1,4,4,3,4,1,2.5,6,6,6,0,1,.5,3,3,3,3,3,3,3,3,4,3.25,2,3,2.5,3,2,2,2.333333,3,3,2,2,2.5,2,2,2,0,85,100,100,100,70,50,50,30,0,100,,,,60,0,100,100,50,100,3,3,7,4,3,5,7,1.042466,.8432915,4,,3,4,7,7,7,18,1,7,85
1,7,1,1,0,0,0,1,5,4,3,2,2,2,9,0,2,1,1,4,3,2,2.5,3,2,3,2.666667,1,3,2,3,3,3,0,0,0,3,4,4,2,3.25,1,2,2,2,1.75,2,2,2,2,2,2,2,3,2,2,2,2.25,2,4,3,100,50,50,100,50,50,50,50,100,50,0,50,50,50,50,85,50,50,15,50,3,2,4,2,5,1,4,.7539465,.6532066,2,5,2,3,4,4,2,7,1,4,85
1,7,1,1,0,0,0,1,2,4,2,1,3,2,8,1,1,2,2,6,2,3,2.5,2,3,2,2.333333,4,4,4,5,3,4,0,1,.5,3,2,2,3,2.5,2,2,2,1,1.75,4,2,3,1,1,3,1.666667,3,3,3,2,2.75,2,4,3,100,,,80,50,50,50,40,100,50,50,,0,,,100,30,50,50,50,3,3,4,2,5,2,4,1.267997,.9976341,2,3,3,4,7,7,7,18,1,1,50
1,7,1,1,0,0,0,1,3,17,1,1,3,2,7,2,2,3,3,10,2,4,3,1,1,1,1,1,2,1.5,3,3,3,3,3,3,3,3,2,2,2.5,3,3,3,1,2.5,1,1,1,2,2,2,2,3,2,1,3,2.25,1,2,1.5,75,80,50,80,50,30,50,50,90,70,50,,50,50,70,85,,50,40,50,2,2,5,2,4,3,4,.8290134,.8952602,2,25,2,5,7,4,4,12,1,1,50
1,5,1,1,0,0,0,1,3,9,1,2,3,3,9,4,3,1,3,11,4,4,4,2,2,3,2.333333,4,4,4,6,6,6,1,2,1.5,4,3,4,4,3.75,3,3,4,3,3.25,3,4,3.5,2,4,3,3,5,1,1,1,2,3,4,3.5,85,100,0,100,100,100,50,0,100,85,0,0,0,0,0,85,0,0,10,50,4,4,4,2,5,3,1,.6352286,.5570521,2,0,2,5,7,1,1,6,1,4,60
1,1,3,0,1,,0,0,5,5,0,0,3,3,6,4,4,4,4,16,0,4,2,1,3,4,2.666667,4,3,3.5,4,3,3.5,2,0,1,4,0,0,4,2,4,4,4,4,4,4,4,4,0,0,0,0,6,4,0,0,2.5,2,4,3,0,0,60,100,85,85,70,60,100,30,50,85,70,100,40,0,50,100,100,100,4,4,7,4,2,5,7,1.582784,1.09032,4,0,3,5,7,7,7,18,0,7,85
1,7,1,1,0,0,0,1,3,1,1,1,2,2,6,2,0,3,1,6,3,3,3,1,1,1,1,3,4,3.5,3,3,3,2,2,2,1,2,1,1,1.25,3,3,3,3,3,3,1,2,2,2,3,2.333333,6,4,4,4,4.5,3,3,3,90,90,90,90,95,22,75,75,95,95,12,1,32,51,49,90,0,66,40,51,4,4,6,2,5,3,4,.240078,.193606,2,0,2,4,7,4,4,12,1,1,66
1,1,1,1,0,0,0,1,5,7,1,1,2,1,5,3,3,3,3,12,3,3,3,4,2,3,3,1,0,.5,5,3,4,1,1,1,2,1,0,0,.75,2,1,1,3,1.75,3,3,3,0,0,0,0,5,3,1,1,2.5,0,3,1.5,0,60,70,85,85,85,85,70,85,40,85,85,85,70,70,40,85,85,85,85,3,3,6,2,4,4,7,.3819498,.3129228,4,0,3,4,7,7,4,15,1,7,85
1,3,1,1,0,0,0,0,2,10,1,1,2,2,6,4,4,4,4,16,0,4,2,4,4,4,4,2,2,2,3,3,3,0,0,0,4,2,3,2,2.75,3,3,3,3,3,3,1,2,1,1,2,1.333333,5,3,2,2,3,2,3,2.5,0,60,60,50,60,50,50,50,,40,60,50,60,60,60,50,50,60,100,80,3,3,6,4,2,5,7,1.40006,1.445402,2,5,3,5,7,4,4,12,1,2,50
1,4,1,1,0,0,0,0,2,1,1,1,3,1,6,3,1,3,1,8,3,1,2,2,3,2,2.333333,2,3,2.5,3,3,3,1,1,1,2,2,2,2,2,0,0,0,2,.5,2,1,1.5,2,1,1,1.333333,3,3,2,1,2.25,2,3,2.5,50,40,50,50,50,50,50,50,60,50,50,,50,50,50,50,70,55,50,85,1,1,4,3,1,2,6,.6973125,.9536883,1,0,2,4,6,2,2,7,1,4,45
1,6,1,1,0,0,0,1,3,10,1,0,3,3,7,4,3,4,3,14,2,4,3,2,4,4,3.333333,2,3,2.5,3,3,3,0,1,.5,4,2,2,2,2.5,2,2,2,2,2,4,2,3,2,2,2,2,3,2,2,2,2.25,2,3,2.5,30,50,50,50,50,50,50,50,50,50,50,60,70,50,50,86,70,70,100,85,4,4,6,3,5,4,4,.3426619,.3570738,4,0,2,4,7,1,4,9,1,5,50
1,3,1,1,0,0,0,1,5,11,0,0,1,1,2,3,3,3,3,12,2,2,2,2,3,4,3,2,2,2,5,3,4,0,1,.5,0,0,0,0,0,4,4,4,4,4,1,0,.5,1,0,1,.6666667,4,3,2,3,3,0,0,0,0,40,50,50,50,70,85,85,25,0,85,50,80,50,60,20,75,62,75,60,3,2,7,3,1,5,7,.5957506,.5954192,4,0,3,5,7,7,7,18,1,7,60
1,6,1,1,0,0,0,1,3,4,1,0,3,2,6,4,3,4,3,14,3,1,2,4,4,4,4,2,2,2,6,3,4.5,2,1,1.5,2,4,4,3,3.25,3,4,4,4,3.75,0,0,0,1,0,2,1,3,2,0,3,2,0,1,.5,70,50,100,100,100,70,100,100,45,50,85,100,70,,100,0,40,70,15,100,3,2,3,3,5,2,2,.2932571,.2861589,2,0,3,4,7,7,7,18,1,1,60
1,7,1,1,0,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,3,,,5.710238,,4,1,,,,,,,1,,
